Standard_Thresh	Monotonic_Avg_Precision
0.223	0.2565846433370823
0.22399999999999998	0.2573946529444094
0.225	0.2581103017118178
0.226	0.2589036441357653
0.22699999999999998	0.2595721376833816
0.228	0.2603273307181372
0.22899999999999998	0.2608962537909053
0.23	0.2616479027669334
0.231	0.26214814583119506
0.23199999999999998	0.2629265798978901
0.233	0.2633690634916908
0.23399999999999999	0.2639431145993349
0.235	0.26424439612263084
0.236	0.26469213512018264
0.237	0.26562750590702944
0.238	0.2662063426695889
0.239	0.26690919251374545
0.24	0.26762607993153115
0.24100000000000002	0.26833434378169785
0.242	0.2688640216873293
0.243	0.2694976708963138
0.244	0.2700938561125352
0.245	0.2708184149287529
0.24600000000000002	0.2713792630367405
0.247	0.2720281456041649
0.248	0.2730830803304274
0.249	0.2735155255737779
0.25	0.27450647547285745
0.251	0.2751639904346382
0.252	0.2758022574671581
0.253	0.27622098293372416
0.254	0.2770460549270318
0.255	0.27787498767484964
0.256	0.2784443254312551
0.257	0.27904124757381804
0.258	0.2799040768638277
0.259	0.2806026723599517
0.26	0.2809986647851848
0.261	0.2818411953171497
0.262	0.2819933751100391
0.263	0.2824211173055691
0.264	0.28297688290959233
0.265	0.28393718015220004
0.266	0.28457982353478545
0.267	0.28528929552397303
0.268	0.28594859054339217
0.26899999999999996	0.2864928545691953
0.27	0.2869808761803394
0.271	0.2876613074149354
0.272	0.2885693700801756
0.273	0.28921429109681324
0.27399999999999997	0.2899152747021798
0.275	0.2905118731165098
0.276	0.29130062351530583
0.27699999999999997	0.2920011930526845
0.278	0.2927385993307081
0.27899999999999997	0.2936159539109926
0.28	0.2943299946170873
0.281	0.29473100350122283
0.28200000000000003	0.29543798003121685
0.28300000000000003	0.29610858845897586
0.28400000000000003	0.29669311931136844
0.28500000000000003	0.2974665333297801
0.28600000000000003	0.2981575567408799
0.28700000000000003	0.2986145756815623
0.28800000000000003	0.29898903058169035
0.289	0.2997095349791817
0.29	0.3004020955146347
0.29100000000000004	0.3011436042701265
0.292	0.3019568057940133
0.293	0.3028153574019462
0.294	0.3032648298221021
0.295	0.3040094087735874
0.29600000000000004	0.3047640906738099
0.297	0.3056783383875221
0.298	0.3061125998455256
0.299	0.30622814910481344
0.3	0.3068286969774001
0.301	0.30748842141719496
0.302	0.3082365252770667
0.303	0.3088913174927678
0.304	0.3096143244851017
0.305	0.3101521094328296
0.306	0.31095573771175444
0.307	0.3116720129214154
0.308	0.3122911388592419
0.309	0.3128580123368029
0.31	0.3136925387925666
0.311	0.3146245894804425
0.312	0.3152608566165797
0.313	0.31589312739880443
0.314	0.3164309020677981
0.315	0.317173500048537
0.316	0.3174799888045122
0.317	0.31813734433843244
0.318	0.3187360622014409
0.319	0.31930088764308506
0.32	0.3200576567778685
0.321	0.3206752556388093
0.322	0.3210894011298803
0.32299999999999995	0.3215203095751566
0.324	0.32240502579932
0.325	0.3228937559016599
0.326	0.3231795454117328
0.327	0.3245012645751247
0.32799999999999996	0.32511944412225713
0.32899999999999996	0.3256645270341806
0.33	0.3262408679309807
0.331	0.326909376551904
0.332	0.3275608172624033
0.33299999999999996	0.3282020603755181
0.33399999999999996	0.32905326670027313
0.335	0.3298071212285815
0.336	0.3304704529261455
0.337	0.33077695542090924
0.33799999999999997	0.3314939694663985
0.33899999999999997	0.33224181319798834
0.34	0.3330882003876088
0.341	0.3336212853928231
0.342	0.3342700622072436
0.34299999999999997	0.3344530629716469
0.34400000000000003	0.33507659783854915
0.34500000000000003	0.3357593507798895
0.34600000000000003	0.33615314169058985
0.34700000000000003	0.3369076930826822
0.34800000000000003	0.3375857929658917
0.34900000000000003	0.3379387678180801
0.35000000000000003	0.3383706690194489
0.35100000000000003	0.3385798093086977
0.35200000000000004	0.3390751714787821
0.353	0.3397642887998017
0.354	0.3405215343878633
0.355	0.3411778468414158
0.35600000000000004	0.34152424189753405
0.35700000000000004	0.3424557415646773
0.358	0.3428252936719187
0.359	0.3432415207442261
0.36	0.3439742604038034
0.361	0.3445739664262555
0.36200000000000004	0.3453857406017916
0.363	0.34614509244026714
0.364	0.3465054566310716
0.365	0.3475548142440497
0.366	0.3479497935971944
0.36700000000000005	0.3486623447002474
0.368	0.34973669901240123
0.369	0.3502640932536077
0.37	0.3505401628569621
0.371	0.35056567450613674
0.37200000000000005	0.3513589924487163
0.373	0.3522048464855214
0.374	0.35274632324986577
0.375	0.3533475708866126
0.376	0.3541277073032877
0.377	0.35440415196538794
0.37799999999999995	0.3554284656481264
0.379	0.3560378584823172
0.38	0.35683700416614705
0.381	0.35719021681922924
0.382	0.35766468969642257
0.38299999999999995	0.35787244862216205
0.384	0.3584656914115206
0.385	0.35939186602129103
0.386	0.35967340677104465
0.387	0.3600413855010499
0.38799999999999996	0.36016364523507505
0.389	0.3605478390985687
0.39	0.3610487456241279
0.391	0.3613233401040509
0.392	0.3619757588075567
0.39299999999999996	0.3628499622051974
0.39399999999999996	0.3634246016886231
0.395	0.3638784299639149
0.396	0.3644642811575549
0.397	0.3654326718479204
0.39799999999999996	0.3657065379219694
0.39899999999999997	0.36671294118699466
0.4	0.36744070942883605
0.401	0.3681579791564422
0.402	0.3687540079557516
0.40299999999999997	0.36978416417625737
0.40399999999999997	0.37029981623086494
0.405	0.371166272390489
0.406	0.3714594671040959
0.407	0.3720533296048341
0.408	0.3720533296048341
0.409	0.3723780731697896
0.41	0.3728842195126853
0.411	0.3737719292774024
0.412	0.3746423009678682
0.413	0.3750063343774573
0.414	0.3755798254528898
0.415	0.37611065148953376
0.416	0.3765193115101888
0.41700000000000004	0.3775043134785249
0.418	0.3781131979157396
0.419	0.3788091466450803
0.42	0.3797928288209855
0.42100000000000004	0.3800992704116357
0.42200000000000004	0.3810269880698005
0.423	0.3821002999779408
0.424	0.382640370754493
0.425	0.38355997643030826
0.426	0.3839681069211413
0.42700000000000005	0.3849112662500199
0.428	0.3855276516521138
0.429	0.3856025708685332
0.43	0.3865501718357741
0.431	0.38742014221096377
0.43200000000000005	0.38800260384839214
0.433	0.3888075208839445
0.434	0.3892687935247188
0.435	0.3893112051731365
0.436	0.3899697796475992
0.43700000000000006	0.39028393350075397
0.43799999999999994	0.3908679053603548
0.439	0.39162211016269854
0.44	0.39258931240592426
0.441	0.3935636328302644
0.442	0.3942405735665455
0.44299999999999995	0.3952608865880707
0.444	0.3956271625118983
0.445	0.39620816311649054
0.446	0.3969170006434247
0.447	0.3979880191513993
0.44799999999999995	0.3982821330970424
0.449	0.39853100148662624
0.45	0.3991026572647495
0.451	0.40016442463352253
0.452	0.4006125685413887
0.45299999999999996	0.4012210332020384
0.45399999999999996	0.40165406578463336
0.455	0.40165406578463336
0.456	0.4024154108167065
0.457	0.4033365149840567
0.45799999999999996	0.4041531441713241
0.45899999999999996	0.4047883651224954
0.46	0.4057959225760225
0.461	0.4063864955653358
0.462	0.40671555525474856
0.46299999999999997	0.4072804379025844
0.46399999999999997	0.4072804379025844
0.465	0.4072804379025844
0.466	0.40775599584054056
0.467	0.4087273695603053
0.46799999999999997	0.4091718263835076
0.469	0.4098631553086309
0.47	0.4104328620342713
0.471	0.4109601305841328
0.472	0.4121177718671799
0.473	0.41268095455564857
0.474	0.41291890523855934
0.475	0.41346632506824016
0.476	0.4141433001666729
0.477	0.4142885493947837
0.478	0.4145324717823144
0.479	0.4151523130099516
0.48	0.415722833928775
0.48100000000000004	0.415722833928775
0.48200000000000004	0.4168072798090121
0.483	0.4168072798090121
0.484	0.4175187211944988
0.485	0.4187715777205761
0.486	0.4192248075863668
0.48700000000000004	0.41995156094980346
0.488	0.42002599190577533
0.489	0.4205721848756715
0.49	0.4210597382994164
0.491	0.4219124957546716
0.49200000000000005	0.42247475984171146
0.493	0.4234857698296473
0.494	0.4244595361002714
0.495	0.4256905572007432
0.496	0.42654760037898776
0.49700000000000005	0.4269045209067618
0.498	0.4275373313644714
0.499	0.4282165939732487
0.5	0.4292124057023877
0.501	0.42993905336641614
0.502	0.4303479560011201
0.503	0.4311977900058197
0.504	0.43217886762216384
0.505	0.4325095221083384
0.506	0.4330860921303996
0.507	0.43346093264328506
0.508	0.4341323908836362
0.509	0.4350848620929797
0.51	0.43548054555464255
0.511	0.4364917356187018
0.512	0.4368646582673275
0.513	0.4376741198224774
0.514	0.4381357496206571
0.515	0.4381357496206571
0.516	0.4383473653907209
0.517	0.4391517733058941
0.518	0.4395093656119285
0.519	0.4415244345805198
0.52	0.443051246060315
0.521	0.443865911873457
0.522	0.44547022470633335
0.523	0.4461624656072779
0.524	0.44709889738607295
0.525	0.44828477043619774
0.526	0.4495086661405814
0.527	0.44995643414291897
0.528	0.4501179411157441
0.529	0.4511739808603065
0.53	0.4517418302322918
0.531	0.4527720797399962
0.532	0.4541051097793685
0.5329999999999999	0.4541351861800407
0.534	0.4554909142184426
0.535	0.4566239104971592
0.536	0.4574588024803536
0.537	0.4578969126509743
0.5379999999999999	0.4583215953745495
0.539	0.4583642578555385
0.54	0.4600516338306586
0.541	0.4605799622287725
0.542	0.4606332050566452
0.5429999999999999	0.4609364197700233
0.544	0.4619468855607267
0.545	0.4631858879134229
0.546	0.4636468056015127
0.547	0.4636549001879631
0.5479999999999999	0.4636549001879631
0.5489999999999999	0.4638243971105347
0.55	0.4645140613982146
0.551	0.4651638488517007
0.552	0.4651638488517007
0.5529999999999999	0.4651638488517007
0.5539999999999999	0.4670307619107213
0.555	0.4681690784711346
0.556	0.4697003990722611
0.557	0.4704216774211597
0.5579999999999999	0.4706372170102586
0.5589999999999999	0.4715800901316966
0.56	0.471742894040211
0.561	0.472782543161776
0.562	0.472782543161776
0.5630000000000001	0.472782543161776
0.5640000000000001	0.4743912447924621
0.5650000000000001	0.4760037518411152
0.5660000000000001	0.4763606638235138
0.5670000000000001	0.4777325068547695
0.5680000000000001	0.4777325068547695
0.5690000000000001	0.4778250844344949
0.5700000000000001	0.4792907720510957
0.5710000000000001	0.4796173840536051
0.5720000000000001	0.4798994690329989
0.5730000000000001	0.4806679990472642
0.5740000000000001	0.4808245356784653
0.5750000000000001	0.4820140739316264
0.5760000000000001	0.483301829277032
0.5770000000000001	0.4852648994295222
0.578	0.4856672904532988
0.579	0.4857948088020571
0.58	0.4868035053534546
0.581	0.4869101775242575
0.5820000000000001	0.4870558541827539
0.583	0.4870558541827539
0.584	0.4870558541827539
0.585	0.4882580446330825
0.586	0.489214913694444
0.5870000000000001	0.489335732407221
0.588	0.489335732407221
0.589	0.489335732407221
0.59	0.489335732407221
0.591	0.489335732407221
0.5920000000000001	0.489335732407221
0.593	0.489335732407221
0.594	0.489335732407221
0.595	0.4897252268282532
0.596	0.4906018090426169
0.597	0.4916714445427626
0.598	0.4924692915041926
0.599	0.4933361816218726
0.6	0.4952397198243425
0.601	0.4966931451741182
0.602	0.4979558223494455
0.603	0.4981993151140048
0.604	0.4996226429026798
0.605	0.5004405679749978
0.606	0.5011568222269065
0.607	0.5017248307776538
0.608	0.5018822536213801
0.609	0.5021370993707193
0.61	0.5025649873276583
0.611	0.5025649873276583
0.612	0.5045159850178436
0.613	0.5072055383871243
0.614	0.5072055383871243
0.615	0.5072055383871243
0.616	0.5072055383871243
0.617	0.5072055383871243
0.618	0.5072055383871243
0.619	0.5084214060998242
0.62	0.5089292094057775
0.621	0.5093109428098435
0.622	0.5103339350137055
0.623	0.5103729986477817
0.624	0.511684514773316
0.625	0.5132196526814667
0.626	0.5151142894981755
0.627	0.5151142894981755
0.628	0.5151142894981755
0.629	0.5151444518362567
0.63	0.5174436968203626
0.631	0.5183587174797828
0.632	0.5191842446888859
0.633	0.5202133958956228
0.634	0.521152826364292
0.635	0.521951454808665
0.636	0.5224257121847009
0.637	0.5224257121847009
0.638	0.5230172951647045
0.639	0.5230172951647045
0.64	0.5235976921072272
0.6409999999999999	0.5239912467917027
0.642	0.5244626132736459
0.643	0.5268459800972072
0.644	0.5268459800972072
0.645	0.5268459800972072
0.6459999999999999	0.5293042031797162
0.647	0.5293042031797162
0.648	0.5293042031797162
0.649	0.5309176743837611
0.65	0.5312404042627489
0.6509999999999999	0.5331846534917539
0.652	0.5331846534917539
0.653	0.5349766108596
0.654	0.5360740924188694
0.655	0.5371219548076465
0.6559999999999999	0.5383593500773739
0.657	0.5393325880112684
0.6579999999999999	0.5394065460177069
0.659	0.5394065460177069
0.66	0.5419710220838729
0.6609999999999999	0.5428390335009411
0.662	0.5436447577685279
0.6629999999999999	0.5462361861438739
0.664	0.5491317640867326
0.665	0.55176040619898
0.6659999999999999	0.5544895649761097
0.667	0.5546467931424439
0.6679999999999999	0.5550032701021398
0.669	0.5567725795015148
0.67	0.5567725795015148
0.6709999999999999	0.5569599581905365
0.672	0.5621562380402989
0.6729999999999999	0.5647175620199858
0.674	0.5673768205711057
0.675	0.5681176828941136
0.6759999999999999	0.5690605084930376
0.677	0.5705093545036131
0.6779999999999999	0.5723263087934057
0.679	0.5736254498481526
0.68	0.5736254498481526
0.6809999999999999	0.5736254498481526
0.682	0.5736254498481526
0.6829999999999999	0.5736254498481526
0.684	0.5736254498481526
0.685	0.5736254498481526
0.6859999999999999	0.5736254498481526
0.687	0.5736254498481526
0.6880000000000001	0.5736254498481526
0.6890000000000001	0.5736254498481526
0.6900000000000001	0.5736254498481526
0.6910000000000001	0.5736254498481526
0.6920000000000001	0.5736254498481526
0.6930000000000001	0.5736254498481526
0.6940000000000001	0.5793111433628367
0.6950000000000001	0.5800612817195968
0.6960000000000001	0.5800612817195968
0.6970000000000001	0.5800612817195968
0.6980000000000001	0.5800612817195968
0.6990000000000001	0.584542906786213
0.7000000000000001	0.5879422729417147
0.7010000000000001	0.5917749000264234
0.7020000000000001	0.5933158728382236
0.7030000000000001	0.5938723175444691
0.7040000000000001	0.5938723175444691
0.705	0.596662379227231
0.706	0.5996362115875731
0.7070000000000001	0.6035554060148217
0.708	0.6050661134664492
0.7090000000000001	0.6050661134664492
0.71	0.6050661134664492
0.711	0.6050661134664492
0.7120000000000001	0.6050661134664492
0.713	0.6050661134664492
0.7140000000000001	0.6050661134664492
0.715	0.6050661134664492
0.716	0.6050661134664492
0.7170000000000001	0.6050661134664492
0.718	0.6350731381342307
0.7190000000000001	0.6389081102030377
0.72	0.6389081102030377
0.721	0.6479733564574539
0.722	0.6479733564574539
0.723	0.6479733564574539
0.7240000000000001	0.6479733564574539
0.725	0.6479733564574539
0.726	0.6479733564574539
0.727	0.6479733564574539
0.728	0.6728171232343458
0.7290000000000001	0.7386748885211545
0.73	0.7955350001757221
0.731	0.8205107772758988
0.732	0.8312757445983091
0.733	0.8312757445983091
0.7340000000000001	0.8312757445983091
0.735	0.8459100859562463
0.736	0.9020439825429888
0.737	1.0
0.738	1.0
0.7390000000000001	1.0
0.74	1.0
0.741	1.0
0.742	1.0
0.743	1.0
0.7440000000000001	1.0
0.745	1.0
0.746	1.0
0.747	1.0
0.748	1.0
0.7490000000000001	1.0
0.75	1.0
0.7509999999999999	1.0
0.752	1.0
0.753	1.0
0.754	1.0
0.755	1.0
0.7559999999999999	1.0
0.757	1.0
0.758	1.0
0.759	1.0
0.76	1.0
0.7609999999999999	1.0
0.762	1.0
0.763	1.0
0.764	1.0
0.765	1.0
0.7659999999999999	1.0
0.767	1.0
0.768	1.0
0.769	1.0
0.77	1.0
0.7709999999999999	1.0
0.772	1.0
0.773	1.0
0.774	1.0
0.775	1.0
0.7759999999999999	1.0
0.777	1.0
0.778	1.0
0.779	1.0
0.78	1.0
0.7809999999999999	1.0
0.782	1.0
0.7829999999999999	1.0
0.784	1.0
0.785	1.0
0.7859999999999999	1.0
0.787	1.0
0.7879999999999999	1.0
0.789	1.0
0.79	1.0
0.7909999999999999	1.0
0.792	1.0
0.7929999999999999	1.0
0.794	1.0
0.795	1.0
0.7959999999999999	1.0
0.797	1.0
0.7979999999999999	1.0
0.799	1.0
0.8	1.0
0.8009999999999999	1.0
0.802	1.0
0.8029999999999999	1.0
0.804	1.0
0.805	1.0
0.8059999999999999	1.0
0.807	1.0
0.8079999999999999	1.0
0.809	1.0
0.81	1.0
0.8109999999999999	1.0
0.812	1.0
0.8130000000000001	1.0
0.8140000000000001	1.0
0.8150000000000001	1.0
0.8160000000000001	1.0
0.8170000000000001	1.0
0.8180000000000001	1.0
0.8190000000000001	1.0
0.8200000000000001	1.0
0.8210000000000001	1.0
0.8220000000000001	1.0
0.8230000000000001	1.0
0.8240000000000001	1.0
0.8250000000000001	1.0
0.8260000000000001	1.0
0.8270000000000001	1.0
0.8280000000000001	1.0
0.8290000000000001	1.0
0.8300000000000001	1.0
0.8310000000000001	1.0
0.8320000000000001	1.0
0.833	1.0
0.8340000000000001	1.0
0.835	1.0
0.836	1.0
0.8370000000000001	1.0
0.838	1.0
0.8390000000000001	1.0
0.84	1.0
0.841	1.0
0.8420000000000001	1.0
0.843	1.0
0.8440000000000001	1.0
0.845	1.0
0.846	1.0
0.847	1.0
0.848	1.0
0.8490000000000001	1.0
0.85	1.0
0.851	1.0
0.852	1.0
0.853	1.0
0.8540000000000001	1.0
0.855	1.0
0.856	1.0
0.857	1.0
0.858	1.0
0.8590000000000001	1.0
0.86	1.0
0.861	1.0
0.862	1.0
0.863	1.0
0.8640000000000001	1.0
0.865	1.0
0.866	1.0
0.867	1.0
0.868	1.0
0.8690000000000001	1.0
0.87	1.0
0.871	1.0
0.872	1.0
0.873	1.0
0.8740000000000001	1.0
0.875	1.0
0.8759999999999999	1.0
0.877	1.0
0.878	1.0
0.879	1.0
0.88	1.0
0.8809999999999999	1.0
0.882	1.0
0.883	1.0
0.884	1.0
0.885	1.0
0.8859999999999999	1.0
0.887	1.0
0.888	1.0
0.889	1.0
0.89	1.0
0.8909999999999999	1.0
0.892	1.0
0.893	1.0
0.894	1.0
0.895	1.0
0.8959999999999999	1.0
0.897	1.0
0.898	1.0
0.899	1.0
0.9	1.0
0.9009999999999999	1.0
0.902	1.0
0.903	1.0
0.904	1.0
0.905	1.0
0.9059999999999999	1.0
0.907	1.0
0.9079999999999999	1.0
0.909	1.0
0.91	1.0
0.9109999999999999	1.0
0.912	1.0
0.9129999999999999	1.0
0.914	1.0
0.915	1.0
0.9159999999999999	1.0
0.917	1.0
0.9179999999999999	1.0
0.919	1.0
0.92	1.0
0.9209999999999999	1.0
0.922	1.0
0.9229999999999999	1.0
0.924	1.0
0.925	1.0
0.9259999999999999	1.0
0.927	1.0
0.9279999999999999	1.0
0.929	1.0
0.93	1.0
0.9309999999999999	1.0
0.932	1.0
0.9329999999999999	1.0
0.934	1.0
0.935	1.0
0.9359999999999999	1.0
0.937	1.0
0.938	1.0
0.939	1.0
0.94	1.0
0.941	1.0
0.942	1.0
0.943	1.0
0.944	1.0
0.945	1.0
0.946	1.0
0.947	1.0
0.948	1.0
0.949	1.0
0.95	1.0
0.951	1.0
0.952	1.0
0.953	1.0
0.954	1.0
0.955	1.0
0.956	1.0
0.957	1.0
0.958	1.0
0.959	1.0
0.96	1.0
0.961	1.0
0.9620000000000001	1.0
0.963	1.0
0.9640000000000001	1.0
0.965	1.0
0.966	1.0
0.9670000000000001	1.0
0.968	1.0
0.9690000000000001	1.0
0.97	1.0
0.971	1.0
0.972	1.0
0.973	1.0
0.9740000000000001	1.0
0.975	1.0
0.976	1.0
0.977	1.0
0.978	1.0
0.9790000000000001	1.0
0.98	1.0
0.981	1.0
0.982	1.0
0.983	1.0
0.9840000000000001	1.0
0.985	1.0
0.986	1.0
0.987	1.0
0.988	1.0
0.9890000000000001	1.0
0.99	1.0
0.991	1.0
0.992	1.0
0.993	1.0
0.9940000000000001	1.0
0.995	1.0
0.996	1.0
0.997	1.0
0.998	1.0
0.9990000000000001	1.0
1.0	1.0
0.0	0.000907278918666658
0.001	0.020116471387662826
0.002	0.025381849995046845
0.003	0.02847158858762631
0.004	0.030702949094610906
0.005	0.03252853965881543
0.006	0.034055393468402174
0.006999999999999999	0.03550688576073106
0.008	0.0368603473157418
0.009000000000000001	0.03815324074447562
0.01	0.03930101100352122
0.011000000000000001	0.04034029207724528
0.012	0.0412678980103194
0.013	0.04217814768799101
0.013999999999999999	0.04316213681424893
0.015	0.04409870870268122
0.016	0.04485120309190586
0.017	0.04566973921621867
0.018000000000000002	0.04649706782709325
0.019	0.047384411601212935
0.02	0.04807490909091268
0.021	0.04891854411499878
0.022000000000000002	0.04966721620328125
0.023	0.05026331030063772
0.024	0.05089782502913108
0.025	0.05164301866511868
0.026	0.052294889313056266
0.027000000000000003	0.053014573594872896
0.027999999999999997	0.05355195032104554
0.028999999999999998	0.05433797515643984
0.03	0.054987301844218205
0.031	0.055713962026432126
0.032	0.056432430576272674
0.033	0.0571085087562741
0.034	0.05781139156476471
0.035	0.05861186604179895
0.036000000000000004	0.059315077972964515
0.037000000000000005	0.0600189026664233
0.038	0.060674446854565675
0.039	0.0613031238361024
0.04	0.06201554770577185
0.040999999999999995	0.06273380047666577
0.042	0.06327454759760652
0.043	0.06401130075431377
0.044000000000000004	0.0645635243599902
0.045	0.06528020820023862
0.046	0.0658097953413638
0.047	0.06632063984411715
0.048	0.06672699739785659
0.049	0.06731172155068509
0.05	0.0678479846673725
0.051	0.06837737269433178
0.052000000000000005	0.0688657823491029
0.053	0.06947429594200685
0.054000000000000006	0.07007250158596806
0.055	0.0706100156765767
0.055999999999999994	0.07105986302797812
0.057	0.07151671700316622
0.057999999999999996	0.07198245092693914
0.059	0.07239145378219833
0.06	0.07284624569090356
