Standard_Thresh	Monotonic_Avg_Recall
0.22399999999999998	0.6034480151875761
0.225	0.602511449672854
0.226	0.6013461851134849
0.22699999999999998	0.6004205513678003
0.228	0.5996958938589795
0.22899999999999998	0.5987560816845612
0.23	0.5981260522175209
0.231	0.5970910599295318
0.23199999999999998	0.5965423080295966
0.233	0.5958051895682864
0.23399999999999999	0.5944372804481175
0.235	0.5849075763710712
0.236	0.5839059054459758
0.237	0.5830642132152446
0.238	0.5819967444480731
0.239	0.5811296351899912
0.24	0.5803006695444448
0.24100000000000002	0.5793372076767593
0.242	0.5779828453138147
0.243	0.5688827059157238
0.244	0.5680512966896241
0.245	0.5668162603830801
0.24600000000000002	0.5656030416706364
0.247	0.5646944952807962
0.248	0.5639821815762622
0.249	0.5628441742610311
0.25	0.5623081556306334
0.251	0.5607320611823088
0.252	0.5598324754450444
0.253	0.5582684170399832
0.254	0.5576923557726268
0.255	0.5567207546197804
0.256	0.5555696598281902
0.257	0.5546285765692512
0.258	0.5540004349145059
0.259	0.5529968511891035
0.26	0.5518410268244165
0.261	0.5510675111048499
0.262	0.5493940941574842
0.263	0.5480872181017403
0.264	0.5467274979343388
0.265	0.5463187125165955
0.266	0.5451177115280303
0.267	0.5444645287916375
0.268	0.543302249004276
0.26899999999999996	0.5419915597384826
0.27	0.5409495030340781
0.271	0.5400492296455158
0.272	0.5398141165760484
0.273	0.5388408723284618
0.27399999999999997	0.5377994515697105
0.275	0.5367218777375693
0.276	0.5356969905145501
0.27699999999999997	0.5350177447306707
0.278	0.5345294618775347
0.27899999999999997	0.5338755962074678
0.28	0.5329143590685426
0.281	0.5320849672476607
0.28200000000000003	0.5313464384238485
0.28300000000000003	0.5306860444612324
0.28400000000000003	0.5298726404169127
0.28500000000000003	0.529276684988911
0.28600000000000003	0.5287649360902057
0.28700000000000003	0.5195396731460213
0.28800000000000003	0.5184000151277185
0.289	0.5171702535232807
0.29	0.516089605213971
0.29100000000000004	0.5148265664184255
0.292	0.5142048532344422
0.293	0.51354069605718
0.294	0.5122246969478538
0.295	0.5109837738668739
0.29600000000000004	0.5102988204788126
0.297	0.5095461009700449
0.298	0.5083065291359478
0.299	0.5065503829965703
0.3	0.505509658387861
0.301	0.5046927366736361
0.302	0.5038191989447922
0.303	0.5025653339850648
0.304	0.5017499571547104
0.305	0.5006796394545914
0.306	0.4993363542685754
0.307	0.4983987074026232
0.308	0.4970144133772874
0.309	0.4959463636634587
0.31	0.4949371104031512
0.311	0.4942492467303198
0.312	0.4934420814338044
0.313	0.4925337888060299
0.314	0.4916989632344746
0.315	0.4908026484639789
0.316	0.489158818568368
0.317	0.4885425873835425
0.318	0.4875693431359559
0.319	0.4866536769043677
0.32	0.4859422247157384
0.321	0.4772489385663221
0.322	0.4763730654653249
0.32299999999999995	0.4751398543164818
0.324	0.4742255405328361
0.325	0.47324366279098495
0.326	0.4719832429271516
0.327	0.4713821418599749
0.32799999999999996	0.4701559837821694
0.32899999999999996	0.4691381612738623
0.33	0.4680034624671306
0.331	0.4671597022601032
0.332	0.4661414726761399
0.33299999999999996	0.4653377257185991
0.33399999999999996	0.4645703324635273
0.335	0.4638252193462994
0.336	0.4629543977286196
0.337	0.4619370293018732
0.33799999999999997	0.4608060921520512
0.33899999999999997	0.4599434049784681
0.34	0.4590143213381821
0.341	0.4581618978346593
0.342	0.4574350876927935
0.34299999999999997	0.4556075911143316
0.34400000000000003	0.4544747243986923
0.34500000000000003	0.4534776926481058
0.34600000000000003	0.4523812169200351
0.34700000000000003	0.4513039465286222
0.34800000000000003	0.450697998348428
0.34900000000000003	0.44989232164021375
0.35000000000000003	0.448700016384628
0.35100000000000003	0.4470587888587657
0.35200000000000004	0.4452161555435205
0.353	0.444191132835869
0.354	0.443045347375824
0.355	0.4420336869985804
0.35600000000000004	0.4407993834087288
0.35700000000000004	0.44020878300616617
0.358	0.4389898271939461
0.359	0.4378390478928906
0.36	0.4371040851688568
0.361	0.4361522453010551
0.36200000000000004	0.435220377662182
0.363	0.4341052983931086
0.364	0.4331121191173289
0.365	0.43278838639584905
0.366	0.4317625994156784
0.36700000000000005	0.4309196653217123
0.368	0.4303239450232775
0.369	0.4295838456226447
0.37	0.4285119364740616
0.371	0.4271925480158877
0.37200000000000005	0.42625455416045577
0.373	0.4254100880167523
0.374	0.4243045324418735
0.375	0.4231951038041065
0.376	0.42251305108213777
0.377	0.4214442401650811
0.37799999999999995	0.4209558125778668
0.379	0.4118299933698724
0.38	0.4109304076326081
0.381	0.409569932289436
0.382	0.4089141338732773
0.38299999999999995	0.4077715227031051
0.384	0.4065127132854801
0.385	0.4056634164630202
0.386	0.4045593181557801
0.387	0.4039122236677351
0.38799999999999996	0.4029109680477364
0.389	0.4020950083348909
0.39	0.4011474966051898
0.391	0.4000627654062297
0.392	0.3990598040695993
0.39299999999999996	0.3985734974363408
0.39399999999999996	0.3976060506784467
0.395	0.3965619001992827
0.396	0.3958742740260549
0.397	0.3955568676120036
0.39799999999999996	0.39421308395116783
0.39899999999999997	0.3931508814759388
0.4	0.3919622362127645
0.401	0.3911737037035561
0.402	0.3903732992452006
0.40299999999999997	0.3894836810220327
0.40399999999999997	0.38871385350763576
0.405	0.38767901083305106
0.406	0.38677653004182544
0.407	0.385916381268654
0.408	0.37703571124499147
0.409	0.37593544014373415
0.41	0.3752009718486513
0.411	0.3740561902244709
0.412	0.3734274007818377
0.413	0.3723848818963033
0.414	0.3719118993502826
0.415	0.37045681781925466
0.416	0.3694539610772072
0.41700000000000004	0.3688722095700524
0.418	0.3683112515959552
0.419	0.3678287871075556
0.42	0.36723847897609263
0.42100000000000004	0.3661176958700725
0.42200000000000004	0.3653905797723263
0.423	0.36447194459745375
0.424	0.3634630240433819
0.425	0.3629625482337851
0.426	0.3618499388598789
0.42700000000000005	0.3608246603613641
0.428	0.3601395934108224
0.429	0.3594618728234045
0.43	0.35904588944291355
0.431	0.3582635785486543
0.43200000000000005	0.3571937046496095
0.433	0.3562322916896584
0.434	0.35512627754566417
0.435	0.3541028851689139
0.436	0.35341906293145603
0.43700000000000006	0.35262901586362705
0.43799999999999994	0.3517112959703047
0.439	0.35097286856217197
0.44	0.35031001732640704
0.441	0.3497234839595181
0.442	0.34861167817975725
0.44299999999999995	0.3477850845134735
0.444	0.3466236825023932
0.445	0.34574190092552604
0.446	0.3447529184045539
0.447	0.3438741509090295
0.44799999999999995	0.3424275897902766
0.449	0.3415041003052192
0.45	0.3408920391447976
0.451	0.3405311715481673
0.452	0.33948141074060817
0.45299999999999996	0.3388173777424148
0.45399999999999996	0.3380052430637697
0.455	0.33678918426785925
0.456	0.33614743378740103
0.457	0.3353313129829407
0.45799999999999996	0.33482491126683744
0.45899999999999996	0.3341713582404729
0.46	0.33379496238050965
0.461	0.33300921089225544
0.462	0.3322828277773338
0.46299999999999997	0.3313325138015792
0.46399999999999997	0.3303934351757721
0.465	0.32938105395922035
0.466	0.32795489350787915
0.467	0.3271364423920381
0.46799999999999997	0.3263420961678044
0.469	0.3254704773390755
0.47	0.3244452168727059
0.471	0.3236892974888043
0.472	0.3227550433977033
0.473	0.3216147995148796
0.474	0.3206144313046145
0.475	0.32006965365443885
0.476	0.3192570868942879
0.477	0.3182564685681747
0.478	0.3169301172368421
0.479	0.3160224338440668
0.48	0.31534952798436383
0.48100000000000004	0.3141536781870967
0.48200000000000004	0.31344327227351937
0.483	0.31224579996423485
0.484	0.31157390680121955
0.485	0.3110850531490829
0.486	0.3102333934042552
0.48700000000000004	0.30133804136193143
0.488	0.3004063250470341
0.489	0.29941955744956905
0.49	0.2984006695589773
0.491	0.297505639495887
0.49200000000000005	0.2966471496074332
0.493	0.29584787254488515
0.494	0.29474362959367617
0.495	0.2941076560559192
0.496	0.2932737808770205
0.49700000000000005	0.2925864504584311
0.498	0.29169154356120697
0.499	0.29049197902143203
0.5	0.2901078035002642
0.501	0.2891462952045744
0.502	0.28794221826507044
0.503	0.2869278775526541
0.504	0.2862532914639191
0.505	0.2853566891661513
0.506	0.28457266388052405
0.507	0.2834082064240413
0.508	0.28283055084653674
0.509	0.2822806906842794
0.51	0.28141909141227256
0.511	0.2807811624275305
0.512	0.2798386370091105
0.513	0.2790683516638814
0.514	0.27806135279040817
0.515	0.27681978681937314
0.516	0.2755849831691761
0.517	0.2748712406771125
0.518	0.2743192382442896
0.519	0.27366678157511964
0.52	0.2730967500014722
0.521	0.27234164707861663
0.522	0.27185827356756403
0.523	0.27104811134441104
0.524	0.2643073965392744
0.525	0.2618032288625685
0.526	0.26098249896819303
0.527	0.2599635412604652
0.528	0.2590349604327805
0.529	0.2583313035881421
0.53	0.25723888522340155
0.531	0.25633949826098984
0.532	0.2558299976811852
0.5329999999999999	0.2546608974276526
0.534	0.2544349204056534
0.535	0.2536579919261759
0.536	0.2532403757510869
0.537	0.2524862898467983
0.5379999999999999	0.2518257545373414
0.539	0.2507755929688677
0.54	0.2503481777037005
0.541	0.24927581018524314
0.542	0.24836336051818864
0.5429999999999999	0.23948986575690184
0.544	0.23865624086778384
0.545	0.2376463560106193
0.546	0.2365940364314778
0.547	0.2358448797365135
0.5479999999999999	0.2296537462873391
0.5489999999999999	0.22580878699922166
0.55	0.2250841735827595
0.551	0.22372821915722707
0.552	0.22285702875971847
0.5529999999999999	0.22191469428189364
0.5539999999999999	0.22150024457092687
0.555	0.22093475150990652
0.556	0.2200226922847109
0.557	0.2191825701753715
0.5579999999999999	0.2180239487662986
0.5589999999999999	0.21716710905382453
0.56	0.2160551673585208
0.561	0.2155181000266158
0.562	0.21362848399494336
0.5630000000000001	0.20530698793020674
0.5640000000000001	0.20442576925440573
0.5650000000000001	0.20381206891214607
0.5660000000000001	0.2032515650070194
0.5670000000000001	0.20267550002871032
0.5680000000000001	0.19451962539174236
0.5690000000000001	0.19254498069027132
0.5700000000000001	0.19187711821292786
0.5710000000000001	0.19099197377594732
0.5720000000000001	0.19027648311865653
0.5730000000000001	0.18900839171652573
0.5740000000000001	0.1882507340365826
0.5750000000000001	0.18767373788272054
0.5760000000000001	0.18717714824483075
0.5770000000000001	0.18678500476201376
0.578	0.1861142509652848
0.579	0.1849103915016861
0.58	0.18380599757803087
0.581	0.1828314991629077
0.5820000000000001	0.1819509178957264
0.583	0.1805735520027252
0.584	0.17923526506014303
0.585	0.1784730105454032
0.586	0.17760016087245678
0.5870000000000001	0.17657828901970074
0.588	0.17536198999680144
0.589	0.1662374893792039
0.59	0.16495164768439954
0.591	0.16385863050264154
0.5920000000000001	0.15522597511995384
0.593	0.15441365303185198
0.594	0.15337918366157507
0.595	0.15273624333097302
0.596	0.15178526665212538
0.597	0.15133874088282415
0.598	0.15091600719396106
0.599	0.15015168736526974
0.6	0.14927585659751866
0.601	0.14869286245520666
0.602	0.14746188682739936
0.603	0.1465984680644952
0.604	0.14579443961453678
0.605	0.14506817841454114
0.606	0.14438527383730987
0.607	0.1433696183236633
0.608	0.14220243700761234
0.609	0.14134705432770808
0.61	0.14031890139681544
0.611	0.13975694764195598
0.612	0.13896851530661206
0.613	0.1382619032369577
0.614	0.12109435014437035
0.615	0.1198811681996297
0.616	0.11919689016446892
0.617	0.11835160857335872
0.618	0.11706820100499138
0.619	0.11645661360726295
0.62	0.1155885211538977
0.621	0.11426513693859948
0.622	0.1133968365295675
0.623	0.11241448528769467
0.624	0.11157012693042144
0.625	0.11095131070678696
0.626	0.11002649859789636
0.627	0.10873543460985607
0.628	0.10769320616599486
0.629	0.10655539511585847
0.63	0.10583004184399848
0.631	0.1047884364141804
0.632	0.10373238270307604
0.633	0.103106341423379
0.634	0.1022782355176753
0.635	0.10177661407370003
0.636	0.10089410349253593
0.637	0.09970080239180748
0.638	0.09891366121023727
0.639	0.09763565778784566
0.64	0.0972825882939456
0.6409999999999999	0.09605169148540492
0.642	0.0954988028673286
0.643	0.09477286252986857
0.644	0.09387225451362972
0.645	0.092861250976179
0.6459999999999999	0.09200817667975007
0.647	0.09073908958706284
0.648	0.08976331558171262
0.649	0.08879292981930517
0.65	0.0874676905052015
0.6509999999999999	0.08670202058584832
0.652	0.08591339910747788
0.653	0.0854427549633634
0.654	0.08430298220382365
0.655	0.08335762045877415
0.6559999999999999	0.08255903157145326
0.657	0.08164962702130353
0.6579999999999999	0.08002535009641779
0.659	0.07923160912286092
0.66	0.0778795091685382
0.6609999999999999	0.07673964810186527
0.662	0.07537594029865799
0.6629999999999999	0.07486932085552325
0.664	0.07427200105477509
0.665	0.07339080599488562
0.6659999999999999	0.07251023886493746
0.667	0.07118101906379735
0.6679999999999999	0.0697799546068889
0.669	0.06909100606373911
0.67	0.06786555353165014
0.6709999999999999	0.06646809132261322
0.672	0.06588014202881608
0.6729999999999999	0.06482876874417551
0.674	0.06411651018998958
0.675	0.06285233356887783
0.6759999999999999	0.06183349732601792
0.677	0.061123370867437826
0.6779999999999999	0.059676743614173175
0.679	0.05845281690734019
0.68	0.0575020564543925
0.6809999999999999	0.05591526521587968
0.682	0.054863600337781336
0.6829999999999999	0.05397585674199345
0.684	0.05298830911099448
0.685	0.052091615943222085
0.6859999999999999	0.05073407076432895
0.687	0.04925236199017509
0.6880000000000001	0.047898344023964506
0.6890000000000001	0.04637582466210245
0.6900000000000001	0.045297687937867336
0.6910000000000001	0.04425361364354903
0.6920000000000001	0.04318657979777829
0.6930000000000001	0.04233912475423888
0.6940000000000001	0.0415382314563007
0.6950000000000001	0.04070391098719885
0.6960000000000001	0.03164176219605873
0.6970000000000001	0.03086468325373492
0.6980000000000001	0.029940571608749626
0.6990000000000001	0.029172313283484793
0.7000000000000001	0.02834221791778912
0.7010000000000001	0.027722895615466172
0.7020000000000001	0.02675372467082085
0.7030000000000001	0.025934404610964974
0.7040000000000001	0.024953554268393092
0.705	0.023944657567037758
0.706	0.02286651917655385
0.7070000000000001	0.021805596563406745
0.708	0.02111004427368115
0.7090000000000001	0.02019687491867929
0.71	0.01958878962175331
0.711	0.018874584603227686
0.7120000000000001	0.018353258737934596
0.713	0.017793696309679145
0.7140000000000001	0.016762423306781758
0.715	0.015730945515176058
0.716	0.015071298575544354
0.7170000000000001	0.014534999832568668
0.718	0.014149285891874806
0.7190000000000001	0.013581231109312544
0.72	0.012687679565641022
0.721	0.012443083139009421
0.722	0.01201539114749375
0.723	0.01040041046319133
0.7240000000000001	0.00790571907088985
0.725	0.005416525512795336
0.726	0.003061535343079213
0.727	0.0019290130864142163
0.728	0.0017721769945039762
0.7290000000000001	0.001557571533926278
0.73	0.0013024287323401625
0.731	0.0009886700161691048
0.732	0.000864018001194646
0.733	0.0006050085231581531
0.7340000000000001	0.0004605624011202705
0.735	0.00040481153580501536
0.736	0.0002701149509911118
0.737	0.00018282894803096222
0.738	8.385306782129032e-05
0.7390000000000001	1.942333827192579e-05
0.74	0.0
0.741	0.0
0.742	0.0
0.743	0.0
0.7440000000000001	0.0
0.745	0.0
0.746	0.0
0.747	0.0
0.748	0.0
0.7490000000000001	0.0
0.75	0.0
0.7509999999999999	0.0
0.752	0.0
0.753	0.0
0.754	0.0
0.755	0.0
0.7559999999999999	0.0
0.757	0.0
0.758	0.0
0.759	0.0
0.76	0.0
0.7609999999999999	0.0
0.762	0.0
0.763	0.0
0.764	0.0
0.765	0.0
0.7659999999999999	0.0
0.767	0.0
0.768	0.0
0.769	0.0
0.77	0.0
0.7709999999999999	0.0
0.772	0.0
0.773	0.0
0.774	0.0
0.775	0.0
0.7759999999999999	0.0
0.777	0.0
0.778	0.0
0.779	0.0
0.78	0.0
0.7809999999999999	0.0
0.782	0.0
0.7829999999999999	0.0
0.784	0.0
0.785	0.0
0.7859999999999999	0.0
0.787	0.0
0.7879999999999999	0.0
0.789	0.0
0.79	0.0
0.7909999999999999	0.0
0.792	0.0
0.7929999999999999	0.0
0.794	0.0
0.795	0.0
0.7959999999999999	0.0
0.797	0.0
0.7979999999999999	0.0
0.799	0.0
0.8	0.0
0.8009999999999999	0.0
0.802	0.0
0.8029999999999999	0.0
0.804	0.0
0.805	0.0
0.8059999999999999	0.0
0.807	0.0
0.8079999999999999	0.0
0.809	0.0
0.81	0.0
0.8109999999999999	0.0
0.812	0.0
0.8130000000000001	0.0
0.8140000000000001	0.0
0.8150000000000001	0.0
0.8160000000000001	0.0
0.8170000000000001	0.0
0.8180000000000001	0.0
0.8190000000000001	0.0
0.8200000000000001	0.0
0.8210000000000001	0.0
0.8220000000000001	0.0
0.8230000000000001	0.0
0.8240000000000001	0.0
0.8250000000000001	0.0
0.8260000000000001	0.0
0.8270000000000001	0.0
0.8280000000000001	0.0
0.8290000000000001	0.0
0.8300000000000001	0.0
0.8310000000000001	0.0
0.8320000000000001	0.0
0.833	0.0
0.8340000000000001	0.0
0.835	0.0
0.836	0.0
0.8370000000000001	0.0
0.838	0.0
0.8390000000000001	0.0
0.84	0.0
0.841	0.0
0.8420000000000001	0.0
0.843	0.0
0.8440000000000001	0.0
0.845	0.0
0.846	0.0
0.847	0.0
0.848	0.0
0.8490000000000001	0.0
0.85	0.0
0.851	0.0
0.852	0.0
0.853	0.0
0.8540000000000001	0.0
0.855	0.0
0.856	0.0
0.857	0.0
0.858	0.0
0.8590000000000001	0.0
0.86	0.0
0.861	0.0
0.862	0.0
0.863	0.0
0.8640000000000001	0.0
0.865	0.0
0.866	0.0
0.867	0.0
0.868	0.0
0.8690000000000001	0.0
0.87	0.0
0.871	0.0
0.872	0.0
0.873	0.0
0.8740000000000001	0.0
0.875	0.0
0.8759999999999999	0.0
0.877	0.0
0.878	0.0
0.879	0.0
0.88	0.0
0.8809999999999999	0.0
0.882	0.0
0.883	0.0
0.884	0.0
0.885	0.0
0.8859999999999999	0.0
0.887	0.0
0.888	0.0
0.889	0.0
0.89	0.0
0.8909999999999999	0.0
0.892	0.0
0.893	0.0
0.894	0.0
0.895	0.0
0.8959999999999999	0.0
0.897	0.0
0.898	0.0
0.899	0.0
0.9	0.0
0.9009999999999999	0.0
0.902	0.0
0.903	0.0
0.904	0.0
0.905	0.0
0.9059999999999999	0.0
0.907	0.0
0.9079999999999999	0.0
0.909	0.0
0.91	0.0
0.9109999999999999	0.0
0.912	0.0
0.9129999999999999	0.0
0.914	0.0
0.915	0.0
0.9159999999999999	0.0
0.917	0.0
0.9179999999999999	0.0
0.919	0.0
0.92	0.0
0.9209999999999999	0.0
0.922	0.0
0.9229999999999999	0.0
0.924	0.0
0.925	0.0
0.9259999999999999	0.0
0.927	0.0
0.9279999999999999	0.0
0.929	0.0
0.93	0.0
0.9309999999999999	0.0
0.932	0.0
0.9329999999999999	0.0
0.934	0.0
0.935	0.0
0.9359999999999999	0.0
0.937	0.0
0.938	0.0
0.939	0.0
0.94	0.0
0.941	0.0
0.942	0.0
0.943	0.0
0.944	0.0
0.945	0.0
0.946	0.0
0.947	0.0
0.948	0.0
0.949	0.0
0.95	0.0
0.951	0.0
0.952	0.0
0.953	0.0
0.954	0.0
0.955	0.0
0.956	0.0
0.957	0.0
0.958	0.0
0.959	0.0
0.96	0.0
0.961	0.0
0.9620000000000001	0.0
0.963	0.0
0.9640000000000001	0.0
0.965	0.0
0.966	0.0
0.9670000000000001	0.0
0.968	0.0
0.9690000000000001	0.0
0.97	0.0
0.971	0.0
0.972	0.0
0.973	0.0
0.9740000000000001	0.0
0.975	0.0
0.976	0.0
0.977	0.0
0.978	0.0
0.9790000000000001	0.0
0.98	0.0
0.981	0.0
0.982	0.0
0.983	0.0
0.9840000000000001	0.0
0.985	0.0
0.986	0.0
0.987	0.0
0.988	0.0
0.9890000000000001	0.0
0.99	0.0
0.991	0.0
0.992	0.0
0.993	0.0
0.9940000000000001	0.0
0.995	0.0
0.996	0.0
0.997	0.0
0.998	0.0
0.9990000000000001	0.0
1.0	0.0
0.0	0.997924850603548
0.001	0.8602837488237816
0.002	0.8446291930409446
0.003	0.8320167582458722
0.004	0.8188158393073881
0.005	0.8054763961801384
0.006	0.788337236960984
0.006999999999999999	0.7810939841881752
0.008	0.7763037972546144
0.009000000000000001	0.7703060093981063
0.01	0.7632230876260659
0.011000000000000001	0.7575915244093657
0.012	0.751257063234131
0.013	0.7442580784036523
0.013999999999999999	0.740680267267977
0.015	0.7389670378281374
0.016	0.7337909213776826
0.017	0.7288045134859296
0.018000000000000002	0.7254208213735294
0.019	0.7237529988093985
0.02	0.7187078178011932
0.021	0.7155031081151809
0.022000000000000002	0.7109716088161605
0.023	0.7048942436504866
0.024	0.7018831098462203
0.025	0.7009984286222892
0.026	0.6983711224
0.027000000000000003	0.6967326953943878
0.027999999999999997	0.69272354786611
0.028999999999999998	0.6909701967354378
0.03	0.6871919329081613
0.031	0.6846976640630386
0.032	0.6824017459746002
0.033	0.6791227441642981
0.034	0.6756304615951639
0.035	0.6740048626567823
0.036000000000000004	0.6726925386001452
0.037000000000000005	0.6688092900494236
0.038	0.6642983282223491
0.039	0.6619168815673696
0.04	0.6588816373894603
0.040999999999999995	0.6555604119534086
0.042	0.6507702250198477
0.043	0.6496850911043155
0.044000000000000004	0.6456480032265002
0.045	0.6446656120947327
0.046	0.6421676496897137
0.047	0.6396151459016518
0.048	0.6352798954243988
0.049	0.6325181830472556
0.05	0.6310012882651057
0.051	0.628534313043585
0.052000000000000005	0.6257813565639219
0.053	0.6251970762903435
0.054000000000000006	0.6243123950664125
0.055	0.6198220987732669
0.055999999999999994	0.6167414477196491
0.057	0.6131604533340147
0.057999999999999996	0.6090416668655528
